City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
Chennai,23.932357916932684,35.0088865859717,9.257063387670732,8.985622251452195,17.94227080482146,35.31668851481268,1.116379186392683,6.635378467470244,71.33020382253854,0.0985516745570731,0.0371033491141463,105.71033491141463
Chennai,36.6881022407734,52.82688927903417,8.776125266844899,14.03057724923817,18.31230899695268,47.22349083153339,1.059443502200841,9.112844743312827,32.92456611530783,0.0141029989842272,0.0,78.29381247883806
Chennai,33.25437350748021,60.144972735296285,4.840099759720257,12.43361798205285,15.514882944165166,23.788668531407513,0.8663707103689434,6.560677041874451,44.16326350399011,0.1702108270187194,2.029822426221366,115.56936684944932
Chennai,32.34231867458841,45.01046333525355,8.44662333865465,15.663210318790057,23.760594651503396,32.784138321510945,1.010796686471032,7.099108355798356,53.87203313528968,0.4398572303506332,0.4359808752324978,91.50178462061707
Chennai,35.18390477325964,34.17099361269773,5.038307227464532,17.406069412403685,22.08395990031852,120.76203283778284,0.8721370756146036,6.272587394979717,20.85770880707304,0.05,0.152654554610547,75.15860168032452
Chennai,37.136602547254626,50.05832889295437,8.995415583522266,14.13777488939271,22.939425526206367,42.28282297895175,0.7414114894758727,13.173764946708612,21.781175266456945,0.5449402131655544,0.0258821809224204,78.14114894758727
Chennai,43.505957698864435,64.6852408756347,6.061164231011999,12.960958409368756,18.88789808388443,33.30951114368735,0.6579795599365407,18.01250929637611,26.468694962157617,1.2833876507014057,0.0687142654141622,76.05510291082162
Chennai,22.05750542877822,42.83178493874597,8.94374068191793,11.745085402212997,20.69256676604886,34.283177788925755,1.1757090450184415,5.35397341107193,54.114559194091726,0.0728361800737665,0.0214547749077917,82.99633151290915
Chennai,21.619089515495112,53.65652369527812,6.477106430562347,11.10528131415037,11.491376095262844,16.62977341572433,0.6871954683144866,6.7219668103377135,37.98418860673899,0.0709267590999393,1.1973735438187658,106.64467847188266
Chennai,31.380762017169324,2.469782319821318,8.292617137726392,8.723475318456233,16.612315833972083,53.88412522399606,0.9554077925964856,5.835622337778945,44.61682755279619,0.539184414807029,0.1281116888947281,81.16737659228116
Chennai,28.084446681806845,36.06788736953536,7.266928230067049,12.361502350530529,18.99097249864251,68.16162978918716,0.6775922196988589,11.07543931671098,23.917082504072464,4.300308509010701,0.0799664655640513,66.73910130831668
Chennai,22.56004273935666,39.429671383893904,6.053986132629795,16.846484000293458,22.75088422774267,38.09692184949211,0.8490141516817159,6.555484853227993,28.622396247088048,1.5492705878216728,2.8357412893679497,54.96713838939053
Chennai,19.58827202052304,26.628652485936417,5.827852176007971,10.372205647723703,16.010197771903364,51.06639823679602,0.7958929016043168,7.885859378580985,24.7953574096259,1.9473409847378984,0.1686340413064351,59.70946114178496
Chennai,36.914028156065,51.94142915141783,10.555161046386605,22.1707307818457,28.51798693694871,17.770698369572134,1.094791350184259,7.06578598085262,37.63658816784202,0.0857383774234845,2.1561880893285292,91.95264863803872
Chennai,37.72084465905069,31.7802085690479,10.2801857306727,23.083136655717745,30.061223669786884,31.28247017794897,0.8421470366194388,5.72305266140493,65.29185447325872,0.5744645149271739,0.9629407323887766,117.88705171822042
Chennai,20.97637170918779,43.850606623174485,6.157608240952123,16.174863637970038,22.298751233224746,46.51550144097509,0.7787824130553117,7.067966610088543,31.89033389911457,1.4442581994020514,2.579387851623298,58.68603228487101
Chennai,30.23900509371459,125.76171685581096,11.11565142667278,14.098804595188172,22.1916848069437,47.20518788018998,0.5629015776670341,5.9433933022557275,25.551225905374537,0.1418373097572631,1.1411748130525945,85.82831441890403
Chennai,45.55223836439811,66.74155665782129,6.0735976651006025,15.556127679913534,21.184292254655254,66.75216572460664,0.6170840414762069,13.010265884459136,36.88194260153216,0.3235420207381034,0.0007590044438793,84.2277013331638
Chennai,35.21594345295183,49.92153565937194,7.01493767126028,10.787296637928824,17.520813448284706,38.5270130673245,0.6829800815464069,15.623034055215635,33.77881859504259,0.833287213420795,0.0,76.58218033551988
Chennai,94.562965218999,42.408448538426384,9.378373506289622,14.083766216685564,21.967717818982244,37.06051227848594,1.145563469891254,5.9249926869420975,59.036591829978605,0.0968045662635932,0.0,157.43223735189147
Chennai,29.15759157981486,41.88866437932039,10.711510834795664,13.1132629759562,21.082945593848503,37.804134686824334,1.1496021824373448,6.523222758228721,49.619580667628135,0.0907080280672838,0.0,101.3540140336419
Chennai,30.068680992604367,184.15955711495343,5.593849031360324,8.375545164532165,13.43075484319838,53.14232969721952,0.5159832257067026,6.065545164532164,35.59899354240216,0.5335461293065678,0.0,60.897483856005394
Chennai,99.08851474970402,181.97783525360612,9.484820865180817,19.124538091853157,27.554351407402905,50.027986275529074,1.0784351407402906,8.179389155558258,46.16885930073178,0.019687028148058,3.1037103644368784,260.38970488871325
Chennai,20.28516883950527,67.35239480823013,8.188467539093933,16.19143380411113,17.313974057609748,52.83264931687608,0.6570285728393537,5.946649349794331,45.22194806584212,0.0286649349794331,0.7993194798354649,92.0
Chennai,36.26742526998236,50.29150148388268,7.760710885931934,10.64320468522464,18.097181259101443,37.870810525955456,0.6401419334451631,15.403001749059246,32.606611087908554,0.8644422302216996,0.0,77.3610557555425
Chennai,26.61555216004775,5.41488981745633,6.966666458778434,7.0110368938251435,13.38162931548741,53.59874336475222,0.5904444721628755,5.983184968057476,35.71125850624188,0.600888944325751,0.294814907209585,56.022223608143776
Chennai,19.76892925301468,23.552130101612665,10.67956552063053,10.615157642859216,20.85108783552229,34.812732192154584,1.0707583093563848,7.584248810867352,67.2609401609763,0.1095455840040679,0.0490911680081358,107.25759733401132
Chennai,22.419213689358184,71.78364529810962,10.213543876989462,12.386803069836624,20.546694598658014,45.10840232039688,1.0490304263360488,6.294968868658106,46.2080181692065,0.0567834906184362,0.2522273564994244,86.12577828354733
Chennai,27.742499967056386,30.26525947392238,11.025178569075456,14.384176886548572,23.294860470261064,40.914656795056814,0.7658426331196879,6.058917412626192,20.441501110703385,1.305209261664788,0.1853320320221159,76.412667429098
Chennai,50.622797727851584,15.609606674594833,12.889306309575478,25.344256821641903,31.68722781636534,53.33148120058933,0.7091749146555958,5.512706486174721,43.759210771126234,1.470197951734299,3.392310582706122,105.41254267220212
Chennai,36.89360155558774,53.77906594378174,4.037046431392931,12.87467600650966,16.731501063392525,26.27405501279779,0.7587742976551584,6.4080777524965065,68.57749460877271,0.1401673879724617,1.0006695518898472,112.93034548413485
Chennai,29.927603082621093,28.443000571146825,8.290003472511817,15.836950813687755,23.777411759337543,70.6086885171097,0.7214680810556963,7.789904338358227,24.443929407470037,4.652212539118992,0.0885319189443037,58.28439729814346
Chennai,15.641762365457186,32.75583753641965,6.224506488610405,13.0518311704632,17.18766074943728,12.274800196246328,0.6293278648310179,6.027126224280323,53.92703623930003,0.0406721351689821,0.6681344270337964,83.71262242803232
Chennai,17.493020812815114,31.604662530410344,6.414244304358934,16.385417241176835,21.529905346586663,22.72392270147001,0.6365104064075565,6.26677948482141,34.37092070997935,0.0417447967962217,0.1682552032037782,58.92621408088159
Chennai,23.862351917490535,29.23584596913102,7.81107515462803,10.64475260823962,18.142138082457983,63.0840745566815,0.5915821649468616,6.202822247415145,22.13524739176038,3.0149847834692793,0.6619181340264031,51.38607216489538
Chennai,20.351997145442233,25.83064012456252,6.4530776800230525,10.296840358117247,16.107119439468658,48.67668421955538,0.8168800415208401,7.8576008304168035,24.450601738685183,1.900560757755334,0.0585200363307352,61.0
Chennai,23.40659282987415,27.095666992563523,5.421721628287765,12.362159657363376,17.72551144989484,25.944604903728926,1.1389963913550325,7.073698357563011,49.678314458161914,0.1404075410609247,4.540371454611249,95.20377053046236
Chennai,48.936128981374786,57.83660072041063,20.49429481525557,19.425878746927925,36.14818404131925,84.70460897290975,0.8284023141624467,12.191867743595765,33.911867743595764,2.9431314484677875,1.9087462067836547,133.48090383144898
Chennai,29.66289063878163,45.8119739978627,6.792352937927255,9.273670150534052,15.879819552350211,40.37787441506415,0.7783832553418862,15.235207487178926,30.820252626709703,0.4184013001068651,0.0043233489316227,61.21616744658114
Chennai,33.713746070806415,45.00013200799973,9.608359310710757,16.155539723794522,18.815808416512223,28.57305862223781,0.7613184829106211,5.708050482747361,31.25129172608016,0.0763533792315297,0.1705048274736139,73.80504827473614
Chennai,31.54623277445064,47.74242746632267,8.47535137996236,12.391392367724892,17.70542754511959,53.27386694736562,0.8644699854740804,9.20738212078426,28.593550508407183,2.9475212989741686,0.0491698402148845,63.44699854740804
Chennai,23.905904213087183,29.020007206875157,6.6281795623670385,9.039355278151772,14.55835736110978,44.24573602351132,0.763216402365985,7.134562710018303,27.74936969190208,1.6910547809978531,0.0,61.66082011829925
Chennai,21.531351617152485,42.61797930140832,7.982437774771903,15.569003881064898,20.859746442567733,29.89984993552614,0.6593759379029617,7.382436222598609,45.43843829258411,0.0512481241940767,0.8202970246011332,74.48439844757404
Chennai,22.60150919302793,25.599593538164548,8.572200268145252,14.413579980695786,20.81947047076892,41.1817745670645,1.0577548402823769,6.508774201411884,47.90987815144642,0.2208193367526663,0.7424644233397664,88.26516215530727
Chennai,25.73307260223686,42.44168305265587,9.726258445733489,16.711043405962794,25.919521260001837,33.450748907866284,1.121203317636062,9.242808404498572,72.19334376512663,0.054839590815913,0.1031282278451057,114.16577274058383
Chennai,54.47192760603148,70.13024803512981,7.761189961080024,16.478269529984775,23.71220931244024,58.166155555333674,0.8649878135914421,9.673744799918536,33.12819856501275,0.3099268815486525,0.03,86.74695339786052
Chennai,58.025132580102856,66.50080100681032,6.759402774360128,12.921677510527342,18.991594954684903,55.43607598904834,0.5193202185176856,7.643583353839235,33.29744598575563,0.1237484655241182,0.0997013871800638,105.94027743601276
Chennai,36.49998293949948,28.260300264809032,10.312126454095374,23.014143720987462,32.51312485124111,97.93802026620904,0.7252615416367935,6.5242290234900295,24.1868922092594,0.2458562790125356,0.0505264953736896,71.89470092526207
Chennai,23.147116675003794,10.24201592849874,8.036895229770359,9.135070984569673,16.5174772866017,47.59674188313191,0.9980465645465074,4.577904595407165,55.08411133309158,0.2225227133982986,0.1009185120436119,77.19534354534926
Chennai,18.19786796064509,68.21048237991684,8.026408616391114,12.121066019677455,13.489276626006692,17.9263958242418,0.5793527912567197,6.130012694208338,48.48965735431585,0.0183883252459681,0.6471066019677454,89.67766504919364
Chennai,30.12610113616565,233.83770134056869,6.463982957711438,8.719524213073635,14.635484820255565,50.6570718942425,0.6978637548873877,6.329011175264755,37.528870646281035,0.3928078785636144,0.1955316632501382,67.284512944613
Chennai,17.880892136156486,30.123436461638555,6.491626109429673,15.17185294247821,21.500277678504577,33.95207977552674,0.5916343646163855,7.417202761573494,39.01805362179642,1.6354171749247508,3.0890144281181415,66.62089345049226
Chennai,33.38199600918654,48.602330525687165,5.5207557394629925,10.884896049047873,16.16734949272567,39.272612573197314,0.7471686865907085,15.56252217012984,37.607712827543715,0.8042469701139374,0.005188934865748,75.51889348657481
Chennai,32.22773207648982,7.816634123248727,9.31421996672806,10.350561623955796,17.60553042262492,41.23192277537876,0.8463358036599135,17.45849261556654,21.09825857903868,0.443539391016576,0.0,65.3789001663597
Chennai,36.202326027696245,85.76627014906668,8.987228487947004,14.584631481279388,22.92319642229664,45.70588212239622,0.6817634956404055,18.55119669893154,38.3200595900128,0.74480598666477,0.1745555818065072,72.19380010257869
Chennai,24.77534503048475,36.53296207353906,7.594918834573426,21.01633907469484,28.335669692191047,41.85821497998988,0.757261673336706,6.17909746044934,40.00405703257968,0.8057505479303679,1.9443509862746624,73.35192729177206
Chennai,33.89724930011824,42.154030514024534,7.545341912411544,18.40969218420542,25.510439960582374,94.64160303052677,0.5591763300944146,10.59602573723463,22.83024386424071,4.431379591620936,0.6057017377852297,52.41183495279272
Chennai,48.402779340736856,77.41690983298074,10.77895859818437,18.19679750616957,28.897541697073844,44.26430856865855,1.085356778159704,8.106070334479112,31.87390583862155,2.256070334479112,0.0546432218402959,79.24991490393093
Chennai,33.67416897889807,34.902323447130286,10.948775336319404,17.53759120947804,27.98319394082268,47.1195370159156,0.9722722423670928,8.318301684311047,22.668826541082595,1.5297802433100622,1.205747812566864,73.5340302958866
Chennai,41.30408255022794,60.12885237234571,7.716465587904784,18.585498175118683,26.069783354152385,57.00919600829063,0.6162834996545571,20.448872912901248,29.057122048961315,0.5277766366358034,0.0239742273041311,72.19656364055082
Chennai,30.463416007268936,34.00249764846906,6.15951903392763,18.23433063136254,24.360469623237393,41.42630941183186,0.741577352957965,6.768197310905182,26.900793448898945,0.2282522270850234,2.378873319315739,74.02253361368521
Chennai,36.64858676072188,50.23955506920082,5.321449113587529,13.751262596966114,18.460394617403487,25.692352967459563,0.7757675761775468,6.222173595912525,66.79844326348424,0.4470014439086284,1.5226183777741693,109.06743178668398
Chennai,40.01794829131849,65.22352254688985,9.871648078082597,11.223255504398528,17.765217410462963,40.31558275465514,0.8534327442727785,15.900686268253754,26.45737451692506,1.2905785051132543,0.1108048958379239,73.35201815299459
Chennai,20.270572185775116,116.06346231067478,7.131423532141351,8.366000778560641,13.570774957140332,44.78956696786545,0.5668648964281342,5.4428098428705525,33.70228765000884,14.10134130371063,0.0,55.08288428569485
Chennai,31.587479317553083,55.56867333925836,7.47367293244373,16.281765264304305,19.188847750003184,43.58788238806337,0.7098603086782873,8.636803103055458,30.587003282053896,0.1596031681457994,0.1501396913217127,63.0
Chennai,38.592199786345546,4.587536597525661,8.901644511706726,9.461690317220274,17.8211428944482,50.41912857354734,0.9092693551737328,5.82178080655212,42.20378727558623,0.6314612896525342,0.0589040327605993,84.85845158610137
Chennai,27.75241962345403,38.9033350403318,5.971705734267124,17.908512017185718,22.707705476034377,103.30966782143744,0.5623269714895943,6.204768370088909,23.4720327918343,0.0413133512640937,0.04,61.868664873590625
Chennai,21.099123470972295,37.93578535601998,6.906343483255461,15.550651148441396,22.4338962421878,17.730121710919825,0.6453059051334578,5.701463345977092,53.516293496620406,0.4435778403955792,0.7214096629456581,103.3098389509057
Chennai,20.42136356712001,43.065519490411425,8.586264308782523,11.332612663979836,19.56514128154488,32.61953774471866,1.172271772199832,6.086112521435794,52.41998369451715,0.0590870887993278,0.0386411390008402,80.59024053988237
Chennai,38.71957731737977,46.06461722633736,10.564735540900417,13.826772525629686,21.126561184319577,26.782261534871264,0.8791931314074214,5.795978865868989,35.38410095204619,0.0416005283532752,0.171243324968573,80.83994716467247
Chennai,33.46748822082069,35.147661381096356,8.713072875546604,19.38069734432123,25.70859981018063,27.696780273124805,0.83,5.665479817916798,65.09762446877463,0.6370896813543958,1.2123178111334878,111.31463012109006
Chennai,43.9604933371035,62.384979101489584,6.988401743936628,12.714892294572069,17.745389204830378,39.01899582029792,0.5344093166540382,6.723853464158775,30.989072268029965,0.351157075166179,0.2064801914499741,87.39263387360083
Chennai,106.64356193058003,209.67815049244751,9.041213373325506,19.25716301209856,27.09702409621186,47.33890168572575,1.0327024096211863,8.453785542272882,45.25877795146161,0.0105404819242372,2.3354004816359284,242.55393975226264
Chennai,31.40774472959106,3.423840526369289,6.181478593996936,9.513800744514011,15.291110947532484,50.360964503713795,0.624373706766153,5.467104887230783,36.46809008268613,0.4845790225538434,0.0306159473630711,72.52156616584662
Chennai,35.65376195528608,28.494932390858473,9.819764861089444,22.528368556642896,31.45725596985485,98.29761857221928,0.7105832122581934,6.430144488319449,24.03591225521225,0.0489780638030628,0.0489780638030628,70.97806380306281
Chennai,32.29361994276945,49.75372068368324,8.847088453209938,13.02921492498126,17.044126856921267,47.06390131321924,0.8605569636504217,9.778683307038431,28.73050627223524,0.6036212266025984,0.0061266001546387,63.055696365042174
Chennai,23.45950556160348,37.257393034749285,7.7998765927109694,9.251910366952036,17.052360150672655,34.45649427654844,1.1212584233292566,6.6604384177415445,68.23219127946732,0.1106292116646283,0.0446853941676858,101.0910124179916
Chennai,40.98251359658746,70.78237290136681,10.31291652873682,17.32701950815705,27.508810357064498,51.89676365573253,0.7715893828327676,10.96283021986601,28.199868881535643,0.1564886497954268,0.0,74.79469141638378
Chennai,28.456773977384263,49.06170893654375,7.692244266063481,10.615456243181857,18.182656058001733,36.45302012664661,0.7701029479845634,8.96663360090478,29.243500231475153,0.5494543756818143,0.0800102947984563,64.0092653186107
Chennai,26.705603261493476,77.35808870396377,7.642910149638523,16.102945148392052,23.541724610733127,21.493236829955737,0.6905017499376764,5.86990197314899,20.9955892468215,1.1693138878957543,1.1137619629643103,56.2926487447025
Chennai,21.013975173775123,37.84907010923008,6.689193559370706,14.955408256505496,20.933235834898873,16.866982891188595,0.648994297062865,5.538728613985744,49.99973499790664,0.0900664207692803,0.6582542772028512,104.3624287132858
Chennai,65.4828529327099,81.31465920511232,6.77210797090836,18.838115193946336,25.379209894211087,83.15907122539133,0.6565349823685147,11.404013900970757,31.82235225977179,4.3108323538063775,0.351945111666073,115.96049471055444
Chennai,22.67033075383717,29.887198312822388,4.9642080883851545,8.996997730459201,13.76942094831843,46.27211608929614,0.7807092231555536,7.569586325237014,29.83049613075575,2.1975059063185207,0.0124940936814791,61.82151294740744
Chennai,41.941408367461925,88.42139106981914,6.129351063827943,13.40869113974536,16.22585344454189,19.323678320516414,0.8583753204807236,6.028719425298668,63.9110569373703,0.0262504578296051,1.5481024373167585,110.11564445775822
Chennai,29.833651372123537,28.22464027696844,8.318137363842128,15.661436629241772,23.619965211525702,70.38929578655222,0.7230167356243373,7.758156919701086,24.317972169220567,4.738937194962889,0.0869832643756627,58.23277547918876
Chennai,29.944101730886793,30.498571122200776,10.690133142867696,15.22700517596432,20.741075138675217,29.193898981503196,0.8262241656308582,6.368378368550822,29.068245225683125,0.0237758343691418,0.1367845797080036,64.24483312617164
Chennai,37.03817062009484,4.89770883720823,9.389514728680382,8.262116124035122,16.55493240309684,43.33210829455745,0.8840970542639237,5.679514728680381,42.97526751921677,0.8201750387566485,0.0,93.05727906979428
Chennai,38.55603967151542,54.370490107397885,12.167129652562856,20.648955754890757,30.85914592546388,26.95722835125959,0.9947320783319612,7.829709210362867,35.48625824383509,0.8711987871154467,1.0211082754227072,90.33787492103096
Chennai,21.098731496581088,38.92701311631343,7.6606995731928995,11.020838908352,18.62534109440424,75.71442105892493,0.4464789548562649,7.283651688110621,23.314081283177536,0.0432394774281324,0.3693004268070999,48.35210451437351
Chennai,23.776303844755773,38.41876794825192,6.8341376834447285,7.989455168791752,14.015464661413858,34.98226707095117,1.1396059349100258,5.567141831413874,66.86635370123392,0.1198029674550129,0.0402955488174805,95.0
Chennai,21.575285192348197,54.803091106419274,9.236457129788944,14.690472542490417,17.697466719896738,49.8769441717878,0.5126207329599324,7.193711496734201,39.61232720634198,0.04,2.9528434752607273,85.18068272641082
Chennai,61.929927646509384,111.82048000429948,11.540887343379344,24.128755196947036,35.564124205391856,46.99210967234793,0.9737347208878928,19.481235875765012,33.245255702835905,0.1915844081506814,0.0037347208878927,122.62652791121072
Chennai,34.85417307172969,36.4474181167095,3.789009105341116,16.168716054778393,19.68254720088365,126.535135980694,0.911158409211176,6.190460565115012,20.01579204605588,0.048262386183236,0.1742079539441201,75.59455677608841
Chennai,31.43137595472056,56.63085491679269,7.199643659645336,16.889210958804767,19.6189803856341,43.08987872511397,0.6810151220679301,8.401799670965195,30.93993262411003,0.1383934721087721,0.1789848779320699,63.0
Chennai,31.709084510380507,28.091595806492855,6.61422670508748,15.834224688978278,19.88387999429589,29.54765853109234,0.83,6.427372125569182,60.085880800739574,0.1369711578367641,0.6562285195857633,111.16571198158948
Chennai,21.909938311271876,52.79637315551206,10.49437466708372,10.152014468409822,18.500072342049112,82.86756568372348,0.4631945677467707,8.94749511722788,27.30923619742274,0.1202787148754575,0.112847061929198,54.055565419741654
Chennai,36.48014964153625,27.554625896159372,10.330144095500511,23.419918708856848,32.9169739437749,96.86009977792894,0.7318381673279933,6.497204876454302,24.20433215912261,0.0481618326720066,0.1547755376956239,72.44116015871842
Chennai,32.48271011433769,78.16546701248251,7.293856720044934,21.858200518723752,28.69082188661799,37.66808172887238,0.8574958149001987,10.974124566432216,30.062683285043637,18.60215928822085,0.0,80.93739537250497
Chennai,65.74924637618021,91.35782556626047,12.02985462339868,17.753436496651315,25.981594716115797,38.10468424931056,0.8543159113855265,12.049135744453952,31.420162324571056,1.235846413185529,0.2203585450815778,121.0
Chennai,21.879039259266698,34.9384044109385,4.2279498179536725,10.798578175354065,14.944310537773651,20.61059411177755,0.8075316342342795,6.227698907722036,55.94677457625417,0.3230967231661106,1.8469890772203683,93.188290855857
Chennai,33.55417592121418,70.13206698152821,6.7177605615484834,10.79169011572938,17.42842825408973,78.84112347155282,0.4702217303299566,8.184028100994212,27.281231835166427,0.0023035317612164,1.1086696180202602,56.01108651649783
Chennai,24.608307019842226,38.52899551615406,8.479668337191649,11.026200233655686,19.387488903205572,39.44680990231461,1.1014434605698376,5.51668668748399,53.240230528746174,0.1223468103535962,0.0046209729076566,82.76531896464037
Chennai,22.354781903851585,33.78384034377668,9.530560173900623,10.808619783630364,21.02179259794487,34.09407865830702,1.1055637662402995,7.953382597441798,69.7944362337597,0.103709177493533,0.053709177493533,108.18545887467666
Chennai,35.43469143965353,45.29984168877797,6.049350225272275,20.892403174702203,25.96261769954139,122.40549869607068,0.9173293928093732,5.7015529285395825,20.303957756225746,0.0216244368193111,0.08,68.57764642697911
Chennai,18.803550810487973,25.67957677672256,10.604456702024745,9.263804270560824,17.143960723088195,43.99478291775671,1.0717632793008018,6.458913404049488,53.741364307909734,0.0826449189512026,0.0270531172032071,93.76570448943876
Chennai,29.861113641705906,111.24754741277992,7.43184371814926,9.175042061934432,15.28269214033504,52.48116354370121,0.52,7.027083986671739,36.712117493137775,20.556787406908143,0.944279194432564,59.765863386899994
Chennai,42.07465508770289,77.59714519677728,10.505469206586712,17.258669740978586,27.58226703445074,48.77528358402435,0.8043842606563167,16.36363147004525,28.911565271750792,0.7342241520495181,0.0060960651640791,80.62561737708778
Chennai,56.89910690537608,153.72010721779083,5.24804583097882,14.245550485607572,16.22218332391528,22.79632879621532,0.5387523273143765,6.9020180039297925,51.51011212422831,0.025899744093563,1.424993350530353,121.92855243008673
Chennai,20.20632046327484,122.66515869212525,7.092141757491302,10.571238823240336,14.491593216968594,40.64490910759605,0.5395531590592384,4.519198765330982,31.10170416891998,0.1962311256794547,0.727950689721203,72.49830500696754
Chennai,27.872432033585657,184.2065548420961,5.3706450267276375,7.848875597678973,12.886003515561873,52.94784489555136,0.5537045092315773,5.691841379989493,36.764194759451264,0.4680540451907924,0.0,66.55567638473661
Chennai,21.83073365117166,31.49400245224733,8.89590177113589,15.070466689281488,20.74112288825711,42.536048501370225,0.9799755449609446,5.428487874657445,55.47239046320911,0.0761463215264445,0.032292643052889,86.07805177103333
Chennai,25.69902935061043,40.06096501619727,11.075663710440992,11.950493052329993,18.6518949329679,40.34269138549709,1.178092428357833,5.986958848492469,46.05047478046343,0.0945301305756285,0.1394816703214732,105.9088355095938
Chennai,32.28385052618817,2.7349887341780987,8.368885649044682,8.81592199884204,16.76369727310384,53.45020361793518,0.9496298750723724,5.833888962521711,44.314642466285086,0.5507402498552548,0.1194448126085588,81.6296099942102
Chennai,25.056685049939407,4.720907241961606,6.545230649280254,6.400067691457047,12.32826574917266,52.8533058657206,0.5852460044396625,5.646820432853502,34.88047665371992,2.4420908767925713,0.2931642119870887,57.49507991120675
Chennai,13.878386845069668,27.13364109111818,7.084504872776873,13.392085140381372,20.213216532962477,26.960313894466587,0.5611472016795486,6.0014038919526085,37.089214120082374,2.093032855981387,3.1026399160225746,67.08905114064882
Chennai,22.63915218669114,26.19444928786623,8.013079994278934,10.95842231767576,18.41394023336392,34.117153246010254,1.002437921409226,7.034948564890211,65.48407060343352,0.127722596808201,0.0807298690153769,106.82919476061508
Chennai,23.193023814316128,25.10626073259452,7.677977331057404,9.51129505154181,16.409272382599212,43.656522096255834,1.01,5.576308281717434,53.8963822911916,0.1337650171806029,0.0406074799559632,77.68825085903015
Chennai,16.260947269742246,273.2231814597659,6.74640750371438,8.398882929646067,13.794262728634829,43.60039321468247,0.7125379798988762,5.013735475373032,35.73493297084719,0.2658355676384271,0.0085522787939325,61.271671115550554
Chennai,22.129816562127925,249.2658517294181,9.052629304006572,9.705388418333976,18.52372965384809,38.490558414644376,1.0818689467858522,7.235275087460379,41.08129607795128,0.13,0.0352750874603787,80.16505247622726
Chennai,29.408517166710148,66.79010013062731,7.940980032321656,20.02411492593559,26.625931333159414,39.73425858335508,0.7758850740644119,9.664843557773146,29.479540725823977,0.1799281712902574,0.0681221088065623,67.79784513870773
Chennai,68.8007628884192,74.55132394182237,7.254127979745081,17.877800238032147,24.789553107416296,85.39865049337457,0.6671253310827867,14.425319795726052,35.13843982948425,6.157291850601548,0.1145837012030964,128.03330390375228
Chennai,22.61121764352683,64.94588943735678,6.412986704228212,11.728993701124493,18.011270818269715,75.68600560085473,0.4048019594647294,7.209273618697083,30.3950174922407,0.0362211336307058,0.4217984610165889,50.204618619087064
Chennai,40.25593557593723,58.42469290828063,6.898700204233277,14.336581497214915,17.11162673301124,45.599936524322075,0.7484954764203677,13.909339777943176,21.51053801262522,0.0,0.5484700861491979,63.32074274043813
Chennai,35.0333502222259,66.24704686390372,12.492718127144151,15.055745292926623,22.39507151040008,25.782750103415022,0.7318366393346591,7.247374226978328,29.82239507070073,0.2838763113505687,1.8852515460433428,75.68804800950487
Chennai,32.67418808418075,62.13981617573813,7.965530576756924,21.06729179703802,25.876845207961537,39.12463931681916,0.6969195049523641,7.859599846542784,33.10018846782379,0.02,0.5921102945571188,64.76919504952365
Chennai,109.65614272499388,187.8198746014453,9.26983536273333,18.78087808510362,26.81513132274019,47.93353978979962,1.078004703921905,7.70327714431924,46.34784006665523,0.0,2.9924460984346677,239.55586054872373
Chennai,34.620605054158574,36.52886829397987,3.787305772314293,15.603483014513609,19.161498377382497,126.32301101277892,0.9082260236135103,6.301248118501222,20.033061693024365,0.0737712835789603,0.1736136850086375,76.0
Chennai,23.73372875827456,1.9766149762152283,5.992533462782177,4.7850973384573035,10.36769162702538,51.5876033952361,0.6357360092092499,5.2197262839634515,37.11007603223237,0.5628680046046249,0.2028680046046249,57.429440368369995
Chennai,27.243480349920564,37.17534197487712,6.175713233578272,15.605388198090964,20.586291479991065,103.35186751691823,0.5472380391241746,6.1198092151829595,23.76114470890224,0.1196184303659199,0.0363809804379127,61.54762255473909
Chennai,31.725300846031413,2.3014463022913385,7.589737035947029,7.507763332352326,13.675563810084386,54.56148786726334,0.7281392057419163,6.130996138142284,34.28407741601847,0.41037587338959,0.2787594704946108,62.67857668999079
Chennai,56.48293441270176,84.45382225687767,9.671988793586396,17.467706645873395,26.083028482314553,47.37229073981945,0.8902752373526213,14.572995673384089,32.80171181336234,1.1583796419432966,0.0,115.4893011664854
Chennai,59.720923616291074,85.35411358152415,7.0180665341281,16.991061419611004,23.69944350517941,55.34651202738602,0.860395865900402,17.437492707677716,34.417326372357465,0.0898393710798141,0.0252553155952393,103.82214566482226
Chennai,96.39734198880714,39.18787376913489,9.606881555384785,13.927219265924236,21.71396026169977,38.24597668788018,1.1556632731661785,6.0929019163877145,57.87763940418104,0.0955420908542277,0.0,159.5784455478129
Chennai,31.054107597968944,29.880205540943145,7.523264819685618,17.99822441609221,25.447695646401815,38.64167633641233,0.8424036010936454,10.751916583770669,25.37177558390779,0.03,0.7877580132799807,72.34888009374104
Chennai,105.98524679530487,183.47357173827575,8.855111807087383,18.97757554292427,26.642132353813594,47.78186946087767,1.089853948368932,7.897604753250484,45.94496575545632,0.0,3.1085686940155326,229.12852543533992
Chennai,23.103426214482905,39.209707456235705,7.391614441839778,14.67821103124938,22.069030153789384,21.039637045862737,0.7359648947482854,6.613181277199086,58.94049187326309,1.5039299893661169,0.9037425614874264,100.96023403501142
