City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
Chennai,53.69,103.22,4.82,20.33,17.18,48.95,1.43,11.06,31.79,1.5,5.01,102
Chennai,47.88,103.22,4.45,19.16,16.82,50.64,1.31,14.62,29.31,1.5,0.1,92
Chennai,57.59,103.22,6.64,18.92,17.87,44.13,2.16,12.57,24.5,1.5,0.09,123
Chennai,51.55,103.22,5.14,18.75,17.09,45.49,1.56,11.53,31.29,1.5,5.01,143
Chennai,50.58,103.22,4.86,19.44,17.33,35.66,2.43,10.73,30.81,1.5,5.01,144
Chennai,49.89,103.22,5.12,19.47,17.43,39.93,2.28,13.85,29.26,1.5,5.01,141
Chennai,56.67,103.22,6.55,19.64,18.32,41.61,1.79,16.07,30.59,1.5,5.01,106
Chennai,85.39,103.22,24.62,29.71,36.6,42.88,4.08,16.06,29.3,1.5,0.99,195
Chennai,70.17,103.22,6.32,15.44,17.87,44,2.12,22.81,18.06,1.5,5.01,194
Chennai,49.45,103.22,6.56,14.52,18.15,39.68,1.56,16.03,16.74,0.01,0.02,98
Chennai,64.89,103.22,9.85,15.17,20.9,33.16,1.33,22.46,19.37,6.14,1.93,120
Chennai,59.69,103.22,7.9,16.22,19.77,46.45,1.41,19.41,16.56,30.27,31.58,112
Chennai,49.27,103.22,6.46,14.74,17.93,41.35,2.89,11,12.61,10.46,14.45,189
Chennai,56.12,103.22,7.86,14.52,18.89,40.63,1.27,11.79,14.3,6.01,10.17,100
Chennai,63.11,103.22,8.68,15.11,19.82,39.26,2.56,12.75,11.84,4.63,8.43,145
Chennai,55.12,103.22,7.62,15.08,19,43.36,1.35,12.69,14.38,3.29,4.77,123
Chennai,54.41,103.22,7.37,14.92,18.75,35.22,1.11,12.13,15.58,2.91,1.86,96
Chennai,61.65,103.22,8.71,15.12,19.68,36.74,1.02,12.74,16.66,1.5,5.01,96
Chennai,53.49,103.22,7.35,14.57,18.54,44.64,1.06,11.88,14.3,6.14,5.01,106
Chennai,58.42,103.22,8.6,14.41,19.25,36.34,1.17,9.36,13.79,6.14,5.01,102
Chennai,57.52,103.22,7.55,15.55,19.18,39,1.42,13.1,15.16,1.5,5.01,121
Chennai,51.29,103.22,6.41,14.77,17.4,34.65,1.02,12.76,13.02,1.5,5.01,96
Chennai,58.79,103.22,7.48,16.06,19.42,32.92,1,15,22.01,4.82,5.01,111
Chennai,63.39,103.22,9.21,15.16,20.02,32.13,1.35,11.61,20.54,1.5,5.01,129
Chennai,66.98,103.22,9.85,16.15,20.4,37,1.26,14.04,12.83,1.5,5.01,106
Chennai,69.54,103.22,10.26,15.61,20.61,35.64,1.19,12.82,13.74,1.5,5.01,123
Chennai,64.9,103.22,18.87,19.19,28.28,41.66,1.78,13.55,15.53,0.54,5.01,176
Chennai,43.12,103.22,7.05,13.87,17.52,40.55,1.15,13.4,15.55,1.5,5.01,91
Chennai,39.93,103.22,7.95,14.15,17.77,44.2,4.88,19.33,12.97,1.5,5.01,165
Chennai,33.26,103.22,8.13,14.71,18.63,52.02,1.12,14.34,10.11,1.5,8,108
Chennai,40.27,103.22,8.07,14.15,18.19,40.25,1.95,13.4,12.72,1.5,5.01,119
Chennai,46.96,103.22,7.88,13.55,17.72,33.69,1.48,11.86,13.35,1.5,5.01,98
Chennai,39.91,103.22,7.39,13.23,17.04,25.41,1.24,13.06,16.24,1.5,5.01,100
Chennai,39.65,103.22,7.25,12.82,16.21,25.89,1.94,12.83,12.59,39.39,3.09,127
Chennai,45.16,103.22,8.5,13.19,16.74,28.32,1.54,14.31,10.77,194.28,8.48,100
Chennai,43.58,103.22,8.78,14.18,17.26,26.79,2.19,14.6,11.95,1.5,5.01,146
Chennai,37.62,103.22,8.16,16.1,17.88,24.53,1.54,14.9,18.81,287.49,1.19,112
Chennai,41,103.22,8.04,15.66,17.36,23.7,1.43,14.02,20.96,1.5,5.01,97
Chennai,32.37,103.22,8.57,16.34,18.15,26.38,1.21,15.72,30.26,1.5,5.01,88
Chennai,24.27,103.22,8.54,16.66,18.34,24.6,4.7,16.01,34.15,1.5,5.01,163
Chennai,26.54,103.22,9.27,17.24,19.25,23.58,1.99,18.24,28.04,1.5,5.01,99
Chennai,26.96,103.22,9.51,17.1,19.35,23.47,1.92,14.6,28.95,1.5,5.01,106
Chennai,25.83,103.22,9.14,16.9,19,27.06,2.01,11.02,29.73,1.5,5.01,83
Chennai,26.47,103.22,9.58,17.03,19.38,23.63,1.68,11.13,20.59,1.5,5.01,82
Chennai,27.97,103.22,9.8,17.3,19.68,23.09,1.75,12.8,22.13,1.5,5.01,107
Chennai,27.86,103.22,9.65,17.24,19.5,26.37,1.47,9.81,20.26,80.72,5.01,86
Chennai,26.89,103.22,9.23,16.89,19.05,26.56,1.61,11.61,24.66,1.5,5.01,88
Chennai,28.78,103.22,9.76,17.02,19.51,25.26,2.16,12.2,24.13,1.5,5.01,148
Chennai,31.49,103.22,10.3,15.04,18.98,29.07,1.54,14.18,19.44,1.5,5.01,79
Chennai,32.09,103.22,10.28,14.96,18.92,23.77,1.39,12.68,18.16,1.5,5.01,82
Chennai,29.23,103.22,9.88,15.72,18.98,24.6,1.32,11.18,23.09,1.5,5.01,79
Chennai,30.94,103.22,9.95,15.18,18.66,23.52,1.84,12.36,22.54,10.04,0.06,128
Chennai,29.62,103.22,9.43,14,17.61,24.65,1.03,9.85,22.76,11.1,5.24,77
Chennai,29.73,103.22,9.38,12.96,17.13,22.52,1,11.55,20.48,1.5,10.4,74
Chennai,30.34,103.22,10.03,10.69,16.63,23.18,0.96,8.44,22.81,1.5,5.01,70
Chennai,31.63,103.22,10.28,10.45,16.76,23.56,2.1,11.12,22.77,1.5,7.61,116
Chennai,35.42,103.22,11.71,10.47,17.88,24.9,0.82,12.1,34.03,1.5,5.01,77
Chennai,27.32,103.22,10.97,10.48,17.46,25.08,2.93,10.2,32.15,1.5,5.01,197
Chennai,27.69,103.22,10.7,10.76,17.2,23.36,2.95,10.36,30.29,1.5,5.01,214
Chennai,39.77,103.22,9.91,11.93,16.66,24.32,1.72,12.19,26.91,1.5,5.01,121
Chennai,31.65,103.22,10.35,10.81,16.65,25.1,1.31,11.9,19.27,1.5,5.01,84
Chennai,39.97,103.22,12.07,10.01,17.23,24.19,1.74,10.22,15.36,0.09,14.91,131
Chennai,41.94,103.22,13.27,10.75,18.43,23.73,2.19,12.38,19.24,0.54,1.44,153
Chennai,65.79,103.22,16.61,9.7,20.27,23.06,1.79,12.36,47.29,3.88,1.2,171
Chennai,86.4,103.22,12.74,10.03,17.36,25.37,1.02,16.69,52.35,1.88,1.24,165
Chennai,61.69,103.22,12.83,10.08,17.57,23.16,1.89,12.7,41.98,1.5,40.72,176
Chennai,44.26,103.22,13.58,10.47,18.3,24.47,4.41,11.8,31.31,1.5,5.01,224
Chennai,42.71,103.22,13.38,10.73,18.11,25.7,1.89,14.96,33.91,1.5,5.01,154
Chennai,46.97,103.22,13.64,11.77,19.08,22.48,2.76,11.92,22.96,1.5,5.01,188
Chennai,42.17,103.22,12.45,10.78,17.5,23.43,1.77,12.23,22.74,1.5,5.01,135
Chennai,47,103.22,14.53,12.94,18.79,24.93,0.81,12.86,21.73,3.13,5.01,84
Chennai,49.45,103.22,15.59,15.21,19.82,23.82,1.14,12.05,31.57,0.04,59.02,107
Chennai,46.7,103.22,17.25,13.7,20.87,29.51,0.65,13.31,32.14,0.04,0.49,89
Chennai,33.87,103.22,12.56,10.87,17.82,22.41,2.18,12.95,30.89,0.08,0.63,136
Chennai,33,103.22,10.66,11.79,16.77,22.99,1.18,12.52,28.49,10.1,0.42,94
Chennai,36.3,103.22,9.39,12.98,16.24,22.45,1.2,10.55,32.23,16.19,5.01,82
Chennai,36.51,103.22,9.45,12.68,16.1,23.68,1.37,10.6,25.16,1.5,5.01,86
Chennai,37.71,103.22,9.9,12.52,16.23,24.42,1.72,9.32,23.29,4.28,0.28,107
Chennai,35.73,103.22,9.26,12.94,16.04,23.82,2.62,11.37,21.22,1.5,0.05,165
Chennai,36.27,103.22,9.4,13.16,16.27,24.01,1.88,11.1,25.34,3.2,2.01,150
Chennai,122.16,103.22,32.03,21.5,37.11,25.89,2.61,10.78,23.67,3.26,25.37,203
Chennai,90.73,103.22,21.94,22.21,22.57,25.37,2.08,10.14,26.13,1.5,0.16,263
Chennai,63.96,103.22,22.31,22.35,33.64,25.85,1.75,9.37,23.01,1.5,5.01,196
Chennai,48.79,103.22,14.76,15.46,21.71,27.06,1.61,13.63,24.94,1.5,0.1,156
Chennai,34.96,103.22,12.79,14.19,18.81,23.99,1.75,9.58,31.38,1.5,5.01,147
Chennai,37.55,103.22,13.09,13.58,18.72,29.5,1.05,8.24,20.22,1.5,5.01,109
Chennai,31.54,103.22,11.55,12.4,16.95,25.99,2.02,7.93,18.08,1.5,5.01,121
Chennai,37.74,103.22,15.02,12.9,19.39,29.24,1.14,6.07,17.91,1.5,5.01,83
Chennai,41.27,103.22,11.42,14.19,16.82,23.08,7.62,7.1,19.12,1.5,5.01,241
Chennai,47.68,103.22,11.51,13.2,16.65,74.89,1.6,9.12,24.82,1.5,5.01,133
Chennai,81.26,103.22,23.27,20.88,27.69,66.35,3.21,7.26,20.24,1.5,5.01,238
Chennai,44.79,103.22,13.46,12.53,18.71,65.37,1.64,5.03,28.69,1.5,5.01,175
Chennai,50.98,103.22,11.11,12.27,17.9,73.15,1.28,8.34,56.16,1.5,5.01,136
Chennai,46.79,103.22,10,12.05,17.04,71.95,0.98,8.23,57.43,1.5,5.01,130
Chennai,54,103.22,10.84,13.79,18.37,73,0.88,9.78,59.47,1.5,5.01,128
Chennai,52.65,103.22,11.11,11.71,17.4,77.18,1.1,8.2,60.46,1.5,5.01,136
Chennai,55.75,103.22,16.03,12.9,20.18,67.45,0.91,6.93,47.37,1.5,5.01,125
Chennai,52.29,103.22,10.23,10.92,16.59,58.32,1.04,9.78,44.29,1.5,5.01,113
Chennai,41.39,103.22,10.99,9.93,16.44,67.74,2.56,8.92,42.18,1.5,5.01,195
Chennai,44.08,103.22,10.15,10.76,16.59,64.13,2.6,8.96,50.33,22.34,30.27,174
Chennai,41.44,103.22,9.98,11.73,15.99,56.08,1.34,10.96,61.39,30.77,38.46,142
Chennai,41.96,103.22,11,13.78,15.28,65.03,1.34,8.85,44.1,1.5,16.17,122
Chennai,41.8,103.22,10.68,13.77,15.7,60.9,2.03,8.37,39.61,1.5,23.49,135
Chennai,43.18,103.22,12.31,15.87,16.76,67.74,1.81,6.42,27.51,0.01,5.94,128
Chennai,44.74,103.22,16.01,23.81,18.55,53.83,4.34,6.37,32.31,0.01,0.01,204
Chennai,53.31,103.22,10.05,18.91,13.82,142.84,1.55,7.08,43.44,1.5,5.01,132
Chennai,38.73,103.22,7.29,16,15.58,129.91,1.71,6.04,50.61,1.5,5.01,154
Chennai,23.46,103.22,5.53,13.02,17.17,210.06,1.91,5.22,56.36,1.5,5.01,119
Chennai,76.42,103.22,5.55,13.89,17.79,46.22,1.17,7.75,92.04,1.5,5.01,117
Chennai,53.36,103.22,6.24,15.85,20.5,186.57,1.4,6.6,64.95,1.5,5.01,183
Chennai,44.5,103.22,6.16,15.41,19.8,197.29,1.27,5.01,43.68,1.5,5.01,100
Chennai,51.11,103.22,5.48,14.79,18.1,176.1,1.38,3.91,64.42,1.5,5.01,106
Chennai,55.76,103.22,5.68,14.72,18,210.23,1.2,2.98,69.77,1.5,5.01,132
Chennai,49.55,103.22,5.76,13.89,17.69,124.02,1.09,3.53,58.57,1.5,5.01,122
Chennai,31.49,103.22,5.43,12.65,16.81,128.37,1.62,5.31,65.97,1.5,5.01,105
Chennai,30.89,103.22,5.26,12.88,16.78,148.89,1.48,3.37,70.3,1.5,5.01,133
Chennai,36.51,103.22,4.87,13.25,16.64,145.71,1.38,4.9,58.16,1.5,5.01,98
Chennai,30.69,103.22,5.86,11.68,15.07,64.36,1.52,4.21,32.87,1.5,5.01,98
Chennai,28.66,103.22,5.87,9.19,12.74,5.61,1.34,4.45,28.91,1.5,5.01,89
Chennai,33.37,103.22,5.39,8.59,11.95,12.4,1.16,4.83,42.39,9.68,60.67,87
Chennai,29.11,103.22,5.56,7.91,11.45,135.17,1.81,5.28,48.21,9.67,36.7,126
Chennai,27.08,103.22,5.2,7.74,11.1,142.9,1.24,4.81,50.22,1.5,5.01,90
Chennai,25.63,103.22,5.94,8.34,11.94,81.89,1.29,6.64,43.05,1.5,5.01,93
Chennai,35.35,103.22,5.19,8.2,11.11,130.64,1.19,4.21,48.89,1.5,5.01,96
Chennai,36.82,103.22,4.97,8.01,11.06,68.35,0.99,4.03,65.25,1.5,5.01,107
Chennai,36.96,103.22,5.93,8.11,11.82,131.43,1.2,5.08,53.11,1.5,5.01,103
Chennai,44.41,103.22,6.43,8.91,12.59,141.84,1.3,5.82,57.22,1.5,5.01,112
Chennai,29.55,103.22,5.14,7.53,10.95,142.26,1.22,4.82,61.76,1.5,5.01,113
Chennai,31.97,103.22,5.24,7.9,11.18,172.14,1.23,4.7,56.35,1.5,5.01,99
Chennai,28.82,103.22,5.35,7.8,11.26,119.06,1.33,4.67,49.71,1.5,5.01,103
Chennai,32.64,103.22,3.75,7.94,10.39,113.53,1.78,4.2,43.19,1.5,5.01,161
Chennai,52.16,103.22,2.73,5.88,8.18,23.08,1.12,1.97,35.62,1.5,5.01,85
Chennai,46.44,103.22,9.42,28.5,24.09,23.08,0.85,8.17,34.53,1.5,5.01,80
Chennai,48.08,103.22,5.18,6.79,9.96,139.64,1.23,4,32.87,1.5,5.01,107
Chennai,40.81,103.22,5.66,6.05,9.97,180.77,1.54,3.34,34.14,1.5,5.01,121
Chennai,40.96,103.22,6.78,6.76,10.95,302.08,1.28,2.65,36.71,1.5,5.01,100
Chennai,46.17,103.22,5.64,5.56,9.2,147.67,1.49,2.63,36.39,1.5,5.01,108
Chennai,78.83,103.22,7.53,7.55,12.74,86.29,1.34,2.85,36.2,1.5,5.01,97
Chennai,138.07,103.22,8.98,8.62,14.8,134.62,1.23,4.44,45.23,1.5,5.01,130
Chennai,54.85,103.22,7.33,8.39,13.35,122.67,1.36,3.41,36.62,1.5,5.01,113
Chennai,42.45,103.22,7.31,7.61,12.99,104.23,1.29,3.99,44.62,1.5,5.01,106
Chennai,46.16,103.22,8.41,7.64,13.78,80.86,1.15,5.37,22.53,1.5,5.01,102
Chennai,48.64,103.22,8.53,7.96,14.01,69.02,1.35,4.69,34.27,1.5,5.01,129
Chennai,44.78,103.22,9.18,8.38,15.06,102.37,1.39,3.82,30.28,1.5,5.01,130
Chennai,39.11,103.22,7.88,8.47,15.11,123.26,1.58,3.01,20.24,1.5,5.01,114
Chennai,42.67,103.22,14.57,19.41,33.4,209.8,1.45,3.55,29.24,1.5,5.01,117
Chennai,65.01,103.22,12.46,18.15,29.84,223.87,1.56,1.62,27.77,1.5,5.01,103
Chennai,56.1,103.22,10.67,16.39,27.63,352.89,1.76,1.49,36.75,1.5,5.01,150
Chennai,50.32,103.22,9.63,17.56,27.48,201.85,0.79,1.95,59.97,1.5,5.01,104
Chennai,63,103.22,9.27,20.86,28.89,236.87,0.94,1.74,12.16,1.5,5.01,106
Chennai,59.47,103.22,14.43,22.32,35.42,256.27,0.81,2,12.69,1.5,5.01,108
Chennai,71.81,103.22,8.24,12.18,19.83,275.78,0.76,2.2,23.4,1.5,5.01,111
Chennai,81.74,103.22,3.79,9.86,12.43,225.01,1.77,2.11,39.39,1.5,5.01,165
Chennai,62.63,103.22,4.71,12.09,15.53,309.04,6.75,2.5,37.11,1.5,5.01,211
Chennai,65.1,103.22,7.81,16.1,22.16,196.84,3.66,4.28,13.33,1.5,5.01,241
Chennai,57.23,103.22,6.45,15.14,20.1,123.82,0.54,2,21.97,1.5,5.01,114
Chennai,52.27,103.22,6.82,16.46,21.42,206.54,0.71,3.5,25.77,1.5,5.01,100
Chennai,65.97,103.22,5.86,32.92,32.56,283.67,0.85,0.94,34.57,1.5,5.01,125
Chennai,41.3,103.22,5.17,8.72,10.41,132.94,0.67,15.6,34.53,1.5,5.01,123
Chennai,36.81,103.22,4.61,6.44,8.85,96.9,1.17,2.91,34.53,1.5,5.01,106
Chennai,44.87,103.22,5.06,12.75,15.02,98.22,0.74,3.33,31.84,1.5,5.01,63
Chennai,63.67,103.22,7.42,21.07,22.62,160.08,1.17,2.71,18.99,1.5,5.01,132
Chennai,67.49,103.22,7.21,19.92,21.91,181.86,0.72,3.1,24.3,1.5,5.01,136
Chennai,52.94,103.22,6.69,10.48,15.12,285.95,2.34,2.82,17.02,1.5,5.01,184
Chennai,69.88,103.22,8.13,25.36,25.42,296.29,0.89,3.91,19.24,1.5,5.01,120
Chennai,66.89,103.22,7,21.05,22.43,173.32,0.88,3.91,14.33,1.5,5.01,162
Chennai,62.27,103.22,7.04,20.35,21.92,187.56,1.04,3.71,17.26,1.5,5.01,119
Chennai,51.56,103.22,6.67,20.34,21.72,121.14,0.77,3.83,23.03,1.5,5.01,113
Chennai,58.27,103.22,7.43,22.24,23.31,295.74,1.09,3.17,20.26,1.5,5.01,119
Chennai,63.13,103.22,8.1,25.19,25.04,227.92,0.96,4.38,19.69,1.5,5.01,129
Chennai,80.23,103.22,7.06,21.76,23.08,177.66,2.73,4.91,30.64,1.5,5.01,220
Chennai,39.74,103.22,4.5,13.02,15.63,56.65,0.61,3.44,29.13,1.5,5.01,139
Chennai,49.21,103.22,6.26,12.83,15.21,152.68,1.49,2.46,40.45,1.5,5.01,130
Chennai,55.73,103.22,5.82,10.86,13.78,186.53,0.67,2.95,32.4,1.5,5.01,121
Chennai,58.28,103.22,6.82,12.01,15.13,149.22,0.8,3.52,33.07,1.5,5.01,114
Chennai,56.47,103.22,6.97,12.34,15.39,128.27,0.8,6.44,28.81,1.5,5.01,115
Chennai,60.04,103.22,5.69,11.52,14.17,44.39,2.97,3.42,33.98,1.5,7.28,200
Chennai,55.45,103.22,5.28,11.1,13.7,188.8,2.63,2.84,33.05,16.77,11.32,167
Chennai,65.26,103.22,6.89,11.46,14.64,174.22,0.79,3.97,21.75,11.48,7.08,172
Chennai,53.07,103.22,4.53,11.09,10.24,169.19,0.54,4.1,34.52,10.62,4.18,117
Chennai,51.32,103.22,4.16,8.8,8.12,35.18,2.49,3.51,57.19,14.53,3.31,198
Chennai,46.84,103.22,6.09,12.73,11.58,102.74,2.11,3.65,34.98,4.51,8.9,153
Chennai,46.29,103.22,9.88,18.21,17.18,47.56,0.68,3.26,30.61,6.45,6.47,142
Chennai,42.49,103.22,9.97,18.3,17.33,168.71,1.38,3.39,32.57,5.37,6.72,144
Chennai,47.11,103.22,8.7,13.56,14.2,129.87,1.46,3.52,26.99,5.4,6.36,145
Chennai,50.13,103.22,10.72,13.23,15.55,74.11,1.11,3.45,22.2,5.59,7.17,149
Chennai,53.58,103.22,9.69,15.06,15.66,11.8,6.18,3.35,22.59,6.73,10.01,186
Chennai,76.91,103.22,9.77,12.11,14.27,2.19,1.68,4.1,30.36,6.57,9.37,216
Chennai,107.65,103.22,10.73,14.47,16.13,4.15,1.45,4.07,21.67,9.88,10.15,220
Chennai,69.9,103.22,11.42,15.9,17.36,1.51,1.65,4.33,26.83,14.04,15.1,209
Chennai,112.72,103.22,11.82,15.66,17.54,0.94,1.47,3.51,22.93,16.23,24.5,251
Chennai,81.79,103.22,10.07,12.72,14.84,0.97,0.77,6.57,26.09,10.01,12.59,191
Chennai,127.03,103.22,8.46,13.25,13.84,0.92,1.08,5.94,28.65,8.06,10.02,203
Chennai,70.57,103.22,8.24,13.74,13.91,1.31,0.64,6.41,20.8,8.71,13.08,183
Chennai,79.55,103.22,9.63,12.07,14.14,23.08,0.67,5.4,20.9,11.12,12.82,162
Chennai,76.36,103.22,6.21,9.92,10.54,23.08,0.58,5.1,22.66,3.56,7.11,154
Chennai,92.83,103.22,9,12.68,13.94,52.72,0.83,3.53,24.37,6.46,9.4,181
Chennai,98.75,103.22,8.31,12.5,13.27,0.55,1.09,3.3,25.94,5.43,12.16,223
Chennai,82.03,103.22,6.36,14.24,12.57,0.02,1.65,3.09,28.54,6.84,10.56,193
Chennai,85.64,103.22,10.32,16.69,16.7,5.22,1.7,3.44,29.62,6.7,14.15,157
Chennai,76.72,103.22,7.12,12.56,12.24,5.76,1.14,2.53,22.99,5.46,10.82,173
Chennai,57.58,103.22,10.37,11.15,13.49,7.68,1.42,2.77,19.11,2.28,7.17,133
Chennai,65.38,103.22,12.45,11.74,15.35,23.08,1.43,2.56,17.51,5.31,12.24,109
Chennai,80.38,103.22,7.92,12.43,16.3,6.53,1.57,2.38,19.19,3.62,8.96,160
Chennai,68.45,103.22,5.26,8.8,9.1,23.08,1.64,2.32,31.74,1.7,3.01,145
Chennai,73.22,103.22,8.96,13.11,13.38,81,1.45,4.02,27.19,1.07,0.81,134
Chennai,79.01,103.22,11.02,15.12,15.84,23.08,1.46,2.77,38.48,1.76,0.96,170
Chennai,83.44,103.22,9.83,13.42,14.13,23.08,1.42,8.68,59.12,2.9,0.84,179
Chennai,62.16,103.22,5.84,10.03,9.5,23.08,1.91,2.38,54.63,13.07,0.53,156
Chennai,41.54,103.22,6.52,10.28,10.12,23.08,1.67,4.9,55.5,2.8,0.45,130
Chennai,67.25,103.22,10.22,15.63,15.5,23.08,1.4,7.42,40.72,1.82,0.93,106
Chennai,44.41,103.22,6.61,13.03,11.54,23.08,1.27,2.95,52.03,2.21,0.55,96
Chennai,47.25,103.22,8.1,10.99,11.66,23.08,1.48,3.17,50.4,1.83,1.33,99
Chennai,35.75,103.22,5.6,8.13,8.28,23.08,1.43,3.79,28.91,0.89,1.83,80
Chennai,51.79,103.22,8.99,11.31,12.48,23.08,1.44,3.02,17.04,0.68,2,88
Chennai,32.96,103.22,4.06,10.8,8.53,23.08,1.87,2.64,31.71,2.33,1.91,108
Chennai,52.25,103.22,4.99,9.13,8.43,23.08,2.03,2.31,41.56,1.61,1.87,114
Chennai,90.02,103.22,6.81,12.13,11.24,23.08,1.54,4.74,39.73,1.91,1.9,153
Chennai,69.55,103.22,8.44,10.84,10.49,28.01,1.42,13.03,41.66,2.65,2.04,196
Chennai,47.78,103.22,5.37,9.44,9.6,36.94,1.48,2.3,39.99,2.42,2.42,132
Chennai,67.25,103.22,8.91,12.58,14.54,115.34,1.35,2.39,42.39,1.45,3.01,117
Chennai,62.62,103.22,7.22,12.49,13.24,136.56,1.44,4.48,48.38,2,2.79,143
Chennai,62.87,103.22,4.59,10.21,10.14,150.27,1.41,4.67,55.16,2.14,2.16,142
Chennai,56.24,103.22,5.71,9.88,10.82,139.37,1.37,4.05,47.29,2.83,1.94,135
Chennai,60.92,103.22,6.31,12.17,11.77,11.81,1.01,3,46.66,3.03,2.47,120
Chennai,81.03,103.22,6.25,11.06,11.8,3.51,1.2,4.87,40.93,1.78,2.67,158
Chennai,80.44,103.22,8.53,10.22,12,3.56,0.97,2.84,18.31,1.45,2.55,186
Chennai,66.08,103.22,6.95,8.99,11.29,3.59,0.83,2.56,15.38,1.52,3.41,155
Chennai,65.08,103.22,6.79,11.65,12.45,3.24,0.76,2.53,17.59,1.39,5.24,136
Chennai,57.73,103.22,6.71,8.73,10.98,2.84,0.7,2.44,21.32,1.33,3.95,131
Chennai,74.65,103.22,4.94,7.78,9.07,3.02,0.85,2.59,23.41,1.94,3.8,135
Chennai,76.68,103.22,5.84,8.14,10.05,3.72,1.07,6.8,21.72,2.35,4.18,193
Chennai,81.93,103.22,6.02,8.79,10.54,7.44,0.78,3,24.71,2.43,4.28,188
Chennai,86.31,103.22,5.03,10.7,10.73,7.92,0.97,3.41,20.46,2.3,4.9,187
Chennai,87.07,103.22,4.82,9.98,9.82,58.78,1.62,2.88,19.61,2.07,4.16,214
Chennai,100.61,103.22,4.2,11.24,9.77,176.16,1.23,2.7,18.18,3.21,5.98,216
Chennai,98.47,103.22,3.22,8.57,7.73,173.87,1.23,2.22,24.29,3.18,4.63,221
Chennai,123.36,103.22,3.79,11.41,9.54,174.31,1.23,2.36,22.18,2.17,4.45,251
Chennai,69.38,103.22,3.48,18.52,13.35,181.06,1.02,3.35,28.48,1.91,3.86,179
Chennai,68.25,103.22,2.71,10.38,10.51,187.75,0.93,3.54,20.14,1.11,2.2,143
Chennai,64.05,103.22,7.1,11.13,14.49,214.6,0.82,4.04,20.81,2.98,3.02,132
Chennai,59.46,103.22,5.91,10.97,11.97,174.56,0.79,3.67,21.8,3.03,6.7,123
Chennai,64.1,103.22,4.57,5.2,6.79,165.18,0.69,3.35,23.17,1.52,2.28,125
Chennai,63.03,103.22,5.29,7.26,8.55,166.96,0.65,3.15,33.42,1.62,6.79,134
Chennai,46.09,103.22,5.95,8.79,10.03,148.68,0.84,4.09,30,2.26,6.43,121
Chennai,51.43,103.22,6.62,8.2,11.13,152.03,0.97,3.99,19.84,2.31,7.35,114
Chennai,53.32,103.22,5.66,7.83,10.24,149.99,0.79,4.42,19.58,1.58,3.78,114
Chennai,55.51,103.22,5.8,7.36,10.13,127.6,0.67,4.16,22.65,1.72,4.78,113
Chennai,64.92,103.22,6.48,7.16,10.53,160.27,0.84,3.88,19.22,3.52,6.48,128
Chennai,65.84,103.22,5.87,5.4,9.19,189.01,2.02,3.58,19.93,2.26,5.11,216
Chennai,63.65,103.22,4.99,5.76,8.7,190.4,0.81,3.97,20.87,2.11,4.89,132
Chennai,67.33,103.22,6,7.21,10.45,175.4,0.77,4.08,19.9,4.77,8.12,137
Chennai,68.04,103.22,4.86,9.32,9.83,143.22,1.1,3.9,21.71,3.93,6.91,140
Chennai,70.13,103.22,8.66,10.91,12.32,116.99,1.29,3.68,24.49,2.62,5.37,151
Chennai,64.37,103.22,9.05,14.68,14.44,86.61,1.12,3.39,23.19,2.58,4.48,144
Chennai,56.54,103.22,7.06,6.9,10.05,9.81,0.84,3.1,15.53,3.47,4.99,128
Chennai,54.83,103.22,7.01,7.41,11.35,8.46,0.6,3.23,31.04,2.2,3.72,117
Chennai,61.1,103.22,7.72,7.96,12.38,62.62,0.61,3.18,42.09,2.8,4.14,132
Chennai,61.34,103.22,8.74,11.1,13.79,159.27,0.66,3.33,44.35,2.98,5.56,141
Chennai,56.23,103.22,6.25,17.24,13.8,142.42,0.62,3.2,37.1,2.19,5.62,125
Chennai,59.15,103.22,5.19,18.86,12.63,165.99,0.68,3.54,48.46,2.19,5.48,130
Chennai,55.65,103.22,4.48,12.33,8.91,174.44,0.61,3.21,59.44,1.46,3.42,129
Chennai,54.15,103.22,5.06,12.57,9.45,187.9,0.65,4.31,45.28,1.7,4.08,122
Chennai,56.37,103.22,6.08,12.29,10.23,112.54,0.74,4.84,29.27,1.43,3.75,122
Chennai,54.71,103.22,7.47,12.81,11.79,65.51,0.67,3.12,32.01,1.3,2.89,123
Chennai,55.5,103.22,7.4,13.47,12.65,120.6,0.69,3.26,26.98,1.37,3.79,113
Chennai,56.62,103.22,9.49,15.05,14.61,185.85,0.61,3.15,25.79,1.5,3.78,127
Chennai,60.73,103.22,8.16,16.53,14.37,121.46,0.86,3.2,23.39,1.51,4.35,134
Chennai,51.55,103.22,5.25,13.44,10.36,63.69,1.02,3.63,35.06,1.38,4.93,123
Chennai,51.96,103.22,4.76,13.52,9.92,27.85,0.9,4.71,44.55,2.17,5.62,129
Chennai,60.21,103.22,2.65,11.49,8.29,101.61,0.93,4.13,46.92,1.52,4.76,133
Chennai,65.26,103.22,2.51,11.83,8.55,98.52,0.69,3.66,54.93,1.27,3.28,134
Chennai,61.78,103.22,3.63,13.51,9.69,36.74,0.94,3.46,42.23,1.14,4.36,130
Chennai,57.7,103.22,3.48,11.26,8.01,34.11,0.77,3.47,28.18,1.01,2.47,122
